"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","np0000094137",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","19 May 2026 20:45:57 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
19-05 20:45:57,,1034164,1629656,161848,4997620,,,,,,,1.890,1.240,0.750,1,0,,,,10,4,0,18,2
19-05 20:45:58,27.232,20.486,49.966,0.250,0,1025924,1637472,161952,4997880,22806.703,9599.561,0,1179.209,0,35.976,5201,3316,1.890,1.240,0.750,2,0,244.836,0,0,10,4,0,18,2
19-05 20:45:59,25.922,21.685,51.594,0.249,0,1015868,1630428,162112,5014164,183988.908,11003.802,0,1627.091,0,39.880,5047,2948,1.900,1.250,0.750,4,0,222.329,0,0,10,4,0,18,2
19-05 20:46:00,31.709,22.471,43.943,0.999,0,1018648,1614288,162932,5024668,8291.299,1617.912,0,2960.179,0,154.800,5103,2901,1.900,1.250,0.750,2,0,181.765,0,0,10,4,0,18,2
19-05 20:46:01,35.612,22.571,40.377,0.251,0,1012860,1601608,163448,5040980,10495.129,1625.130,0,1416.471,0,35.111,5627,5139,1.900,1.250,0.750,2,0,192.608,0,0,10,4,0,18,2
19-05 20:46:02,36.453,16.978,44.942,0.749,0,1032440,1560636,163980,5059592,7473.379,1617.917,0,1909.542,0,63.918,4665,3142,1.900,1.250,0.750,2,0,125.838,0,0,10,4,0,18,2
19-05 20:46:03,42.145,18.815,37.128,1.254,0,1017068,1555384,165000,5076844,6824.469,1625.590,0,2978.242,0,115.397,5815,7109,1.900,1.250,0.750,2,0,167.576,0,0,10,4,0,12,2
19-05 20:46:04,37.494,15.997,44.493,1.000,0,1009244,1540224,165804,5096568,5355.104,1457.756,0,2207.631,0,67.989,5220,4672,1.900,1.270,0.760,2,0,126.979,0,0,10,4,0,12,2
19-05 20:46:05,39.486,16.244,41.985,1.999,0,996036,1566072,166108,5083276,11517.889,2099.251,1011.639,991.646,37.986,29.989,5011,4948,1.900,1.270,0.760,2,0,87.969,0,0,10,2,0,12,0
19-05 20:46:06,28.952,10.483,60.400,0,0,1017752,1544088,166136,5083324,8550.835,2109.506,0,0,0,0,2657,1193,1.900,1.270,0.760,1,0,46.922,0,0,10,3,0,12,0
19-05 20:46:07,18.502,2.250,77.508,0.500,0,1020016,1535844,166216,5088628,15771.666,3411.360,0,10849.146,0,115.012,1533,881,1.900,1.270,0.760,1,0,1.000,0,0,10,2,0,12,0
