"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","14 Jan 2026 14:57:05 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
14-01 14:57:05,,1022724,1686112,161444,4951316,,,,,,,1.340,0.970,0.530,4,0,,,,10,5,1,17,1
14-01 14:57:06,21.496,20.496,56.490,0.250,0,1024184,1684096,161544,4951696,21813.128,10980.051,0,1627.711,0,52.991,6267,4941,1.390,0.990,0.530,3,0,471.916,0,0,10,4,1,17,2
14-01 14:57:07,31.169,19.699,47.876,0.499,0,1041264,1642208,161968,4974452,193620.659,9937.167,0,2485.539,0,69.818,7334,7964,1.390,0.990,0.530,1,1,305.207,0,0,10,4,1,17,2
14-01 14:57:08,34.254,9.751,54.506,0.750,0,1164444,1502484,162868,5112080,7675.851,1662.184,0,1792.199,0,47.005,5169,5558,1.390,0.990,0.530,2,0,77.009,0,0,11,4,1,17,2
14-01 14:57:09,29.506,7.252,62.013,0,0.250,1186056,1463800,163228,5126888,6782.439,1620.344,16.003,776.165,1.000,23.005,3209,2248,1.390,0.990,0.530,2,0,86.018,0,0,11,6,1,17,2
14-01 14:57:10,38.561,12.520,47.826,1.002,0,1192400,1432176,164008,5149156,8000.753,1622.586,0,6274.000,0,130.208,4846,3373,1.390,0.990,0.530,2,0,178.284,0,0,11,6,1,19,2
14-01 14:57:11,42.916,6.487,48.655,1.497,0,1242296,1351748,165164,5175348,10016.348,1455.145,31.937,4187.784,1.996,115.773,3716,2413,1.440,1,0.540,2,0,21.957,0,0,11,6,1,19,2
14-01 14:57:12,44.749,4.750,49.749,0.750,0,1271500,1307576,166080,5187176,9858.778,2695.939,0,3343.925,0,80.998,3307,2029,1.440,1,0.540,1,0,0,0,0,11,7,1,19,2
14-01 14:57:13,29.807,6.262,48.843,12.023,0,1262544,1324208,167332,5178388,15425.369,3272.230,0,41867.714,0,3590.837,20256,28837,1.440,1,0.540,3,0,58.111,0,0,11,6,1,19,0
14-01 14:57:14,36.318,9.453,48.258,4.229,0,1232128,1353404,167680,5179204,11758.129,3706.442,0,30069.447,0,2090.533,11660,15661,1.440,1,0.540,1,0,134.327,0,0,11,5,1,19,0
14-01 14:57:15,44.636,5.768,48.899,0.502,0,1295652,1282316,167792,5185652,10937.322,1865.684,0,2266.906,0,47.144,3026,1592,1.440,1,0.540,3,0,3.009,0,0,11,4,1,19,0
14-01 14:57:16,39.858,4.011,54.899,0.501,0,1281224,1291572,168040,5190024,14502.336,4629.557,0,7965.606,0,426.156,3686,3315,1.570,1.040,0.560,2,0,27.073,0,0,11,5,1,19,0
14-01 14:57:17,43.489,8.748,45.238,0.250,0,1272624,1296744,168392,5192144,7066.182,1887.514,0,1747.550,0,30.992,11152,18824,1.570,1.040,0.560,2,0,13.996,0,0,11,4,1,19,0
14-01 14:57:18,42.855,9.468,45.845,0,0,1262220,1306824,168468,5192324,6168.194,1614.554,0,91.691,0,1.993,11745,19604,1.570,1.040,0.560,2,0,83.718,0,0,11,4,1,19,0
14-01 14:57:19,29.610,24.591,45.167,0,0,1121148,1462700,168484,5179372,9435.938,1463.419,0,3717.766,0,190.706,7067,5469,1.570,1.040,0.560,3,0,536.988,0,0,11,4,1,19,0
14-01 14:57:20,34.407,17.204,47.123,0,0,1135236,1448432,168484,5179524,6329.960,1615.651,0,127.656,0,6.981,6216,6981,1.570,1.040,0.560,1,0,321.136,0,0,11,4,1,19,0
14-01 14:57:21,43.750,11.000,44.750,0,0,1231184,1352464,168484,5180008,14183.122,1620.014,0,0,0,0,3943,2440,1.600,1.050,0.560,3,0,131.001,0,0,11,5,1,19,0
14-01 14:57:22,47.750,2.750,48.750,0,0,1281124,1302068,168484,5180452,7778.027,1620.006,0,304.001,0,19.000,2733,1063,1.600,1.050,0.560,3,0,0,0,0,11,5,1,19,0
14-01 14:57:23,44.841,8.267,46.845,0,0,1308700,1272024,168564,5182832,13735.910,1623.298,0,1162.362,0,97.197,3460,3263,1.600,1.050,0.560,4,0,1.002,0,0,11,5,1,19,0
14-01 14:57:24,15.969,8.983,73.608,0.499,0,1350068,1230548,168576,5182864,6916.613,1616.871,0,2048.036,0,48.905,3291,2967,1.600,1.050,0.560,2,0,139.730,0,0,11,4,1,19,0
14-01 14:57:25,22.997,3.750,72.241,0,0,1385400,1195216,168576,5182868,6870.140,1693.788,0,23509.057,0,82.990,2011,1329,1.600,1.050,0.560,2,0,0,0,0,11,4,1,19,0
14-01 14:57:26,23.307,2.506,72.928,1.253,0,1404316,1176044,168608,5183104,8785.434,1698.143,0,2145.234,0,209.511,3366,3853,1.470,1.040,0.560,1,1,1.002,0,0,11,10,1,19,0
14-01 14:57:27,19.945,5.235,72.050,0.748,0,1339460,1240816,168644,5183148,5702.196,1527.766,11.967,2784.283,2.992,192.467,3028,2897,1.470,1.040,0.560,0,1,41.884,0,0,11,4,1,15,0
14-01 14:57:28,18.758,2.001,78.035,0.750,0,1371268,1208416,168908,5183404,8365.720,4084.817,360.160,840.374,17.008,31.014,1788,1363,1.470,1.040,0.560,1,0,0,0,0,11,9,1,15,0
14-01 14:57:29,16.244,2.499,73.973,6.248,0,1369448,1209844,168952,5183632,42102.546,4194.460,267.902,2063.243,65.976,97.964,2608,2624,1.470,1.040,0.560,1,0,1.000,0,0,11,25,1,15,0
14-01 14:57:30,19.503,6.001,73.761,0,0,1381364,1197776,168952,5183776,14896.166,4941.719,0,22227.232,0,89.013,2724,1964,1.470,1.040,0.560,1,0,45.007,0,0,11,28,1,16,0
