"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","np0000093927",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","13 Apr 2026 12:45:38 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
13-04 12:45:38,,964528,1715612,163396,4981936,,,,,,,1.200,0.980,0.630,2,0,,,,10,4,0,17,0
13-04 12:45:39,24.476,19.730,53.946,0.500,0,982108,1697616,163464,4982248,17149.899,7731.291,0,675.327,0,17.982,5086,3256,1.260,0.990,0.640,2,0,238.762,0,0,10,5,0,15,0
13-04 12:45:40,19.501,20.251,58.002,0.250,0,987192,1692344,163528,4982336,59809.021,7271.246,0,1668.056,0,105.004,4898,2779,1.260,0.990,0.640,2,0,214.007,0,0,10,6,0,15,0
13-04 12:45:41,21.245,20.995,56.486,0.750,0,986420,1692552,163656,4982684,34366.710,11688.180,0,1463.647,0,42.990,4788,2735,1.260,0.990,0.640,2,0,195.953,0,0,10,6,0,15,0
13-04 12:45:42,31.719,19.731,46.205,0,0,993224,1685436,163724,4983284,20072.423,7334.846,0,971.053,0,29.971,5416,5081,1.260,0.990,0.640,8,0,179.825,0,0,10,5,0,15,1
13-04 12:45:43,28.592,16.804,54.426,0.251,0,1005108,1673124,163852,4983076,39322.107,11571.404,0,1300.203,0,42.136,4098,2765,1.260,0.990,0.640,1,0,137.444,0,0,10,4,0,11,2
13-04 12:45:44,39.471,16.488,41.969,0.749,0.500,1027564,1650316,163936,4983712,22146.726,7883.207,0,887.348,0,27.979,5432,6667,1.320,1.010,0.650,1,0,174.871,0,0,10,4,0,11,2
13-04 12:45:45,23.215,6.490,68.645,0.250,0,1165656,1504076,164068,5115716,24990.847,11158.964,0,1290.031,0,35.945,3259,3313,1.320,1.010,0.650,0,0,13.979,0,0,11,4,0,11,2
13-04 12:45:46,27.292,12.019,58.841,0.250,0,1165824,1494528,164116,5124748,176934.859,8382.928,16.025,640.988,1.002,15.023,3923,2346,1.320,1.010,0.650,2,0,87.134,0,0,11,6,0,11,2
13-04 12:45:47,40.289,11.011,48.047,0.751,0,1172076,1473048,164764,5136984,6027.842,1567.519,0,1581.533,0,68.066,3703,2219,1.320,1.010,0.650,2,0,73.071,0,0,11,6,0,11,2
13-04 12:45:48,37.264,14.005,47.268,0.250,0.250,1183600,1444200,165208,5151984,9447.670,1620.630,0,1980.769,0,53.021,4540,2992,1.320,1.010,0.650,2,0,123.048,0,0,11,6,0,13,2
13-04 12:45:49,35.451,5.492,47.185,10.486,0,1229032,1374296,165932,5173656,10161.956,1617.764,667.078,11743.769,29.959,647.106,3456,2127,1.540,1.060,0.670,1,1,0,0,0,11,6,0,13,2
13-04 12:45:50,39.798,5.757,49.059,4.756,0,1247672,1342936,166620,5183656,10221.377,1621.964,1233.494,2370.871,93.113,77.093,3240,2149,1.540,1.060,0.670,2,0,1.001,0,0,11,6,0,13,2
13-04 12:45:51,44.894,4.489,49.134,0.748,0,1272360,1290952,167544,5207624,9739.023,1616.187,111.736,2957.024,4.988,67.840,3117,1785,1.540,1.060,0.670,1,1,0,0,0,11,6,0,13,2
13-04 12:45:52,35.231,6.497,49.973,5.997,0,1316400,1253528,168504,5198960,14888.089,4410.656,15.992,15255.893,0.999,1012.462,6773,9712,1.540,1.060,0.670,3,0,9.995,0,0,11,6,0,13,0
13-04 12:45:53,34.454,8.988,40.695,12.983,0,1262596,1303320,169000,5202400,9847.754,1509.969,0,28617.506,0,2208.030,11814,19883,1.540,1.060,0.670,4,0,48.934,0,0,11,6,0,13,0
13-04 12:45:54,37.788,10.761,36.036,12.262,0,1290552,1271064,169336,5206260,13941.065,3799.834,0,41978.351,0,2133.152,11582,27973,1.890,1.140,0.690,3,2,76.077,0,0,11,7,0,14,0
13-04 12:45:55,40.776,9.006,39.275,8.255,0,1216304,1338660,169780,5211648,6073.932,1741.127,0,20757.437,0,1333.863,7658,12124,1.890,1.140,0.690,4,0,37.024,0,0,11,4,0,12,0
13-04 12:45:56,35.739,9.497,53.734,0.250,0,1235648,1319288,169792,5211660,17063.883,4517.645,0,2431.271,0,235.929,3618,2039,1.890,1.140,0.690,3,0,74.978,0,0,11,5,0,12,0
13-04 12:45:57,45.527,7.755,42.275,1.501,0,1262168,1285812,170328,5216900,8979.398,1741.047,0,7112.275,0,356.214,13469,23513,1.890,1.140,0.690,4,0,11.007,0,0,11,4,0,12,0
13-04 12:45:58,45.029,7.255,46.279,0.250,0,1236168,1311264,170376,5217212,7427.723,1621.031,0,1865.186,0,12.008,10134,15973,1.890,1.140,0.690,3,0,18.011,0,0,11,4,0,12,0
13-04 12:45:59,42.665,10.230,46.407,0,0,1287556,1259704,170416,5217304,11118.742,1616.764,0,9744.493,0,45.908,6197,7865,1.900,1.160,0.700,2,0,14.970,0,0,11,4,0,11,0
13-04 12:46:00,43.812,6.760,48.569,0.250,0,1221668,1338348,170432,5206056,8484.998,1514.141,0,729.031,0,11.016,2997,1557,1.900,1.160,0.700,2,0,11.016,0,0,11,4,0,11,0
13-04 12:46:01,29.498,21.998,48.246,0,0,1210560,1349432,170432,5206080,10348.179,1619.871,0,11.999,0,3.000,5200,3235,1.900,1.160,0.700,1,0,274.978,0,0,11,4,0,11,0
13-04 12:46:02,9.999,20.248,68.245,0,0,1191340,1368632,170432,5206100,10277.215,1565.880,0,15.999,0,4.000,4756,2973,1.900,1.160,0.700,2,0,208.984,0,0,11,4,0,11,0
13-04 12:46:03,9.249,19.997,68.489,0,0,1179172,1380656,170432,5206244,5729.101,1619.746,0,19.997,0,4.999,4666,2842,1.900,1.160,0.700,1,0,193.970,0,0,11,4,0,11,0
13-04 12:46:04,16.496,19.495,62.733,0,0,1151556,1408204,170432,5206708,12671.662,1511.602,0,11369.005,0,42.989,5298,5104,2.070,1.200,0.720,1,0,167.956,0,0,11,4,0,11,0
13-04 12:46:05,20.500,11.500,63.751,3.250,0,1138408,1414968,170448,5212800,9497.216,1566.036,6076.138,3616.082,58.001,57.001,4024,5224,2.070,1.200,0.720,0,1,72.002,0,0,11,4,0,11,0
13-04 12:46:06,44.780,15.010,38.025,1.251,0,1145252,1406576,170452,5214612,11449.626,1663.108,1629.085,1076.717,20.013,104.069,4066,2241,2.070,1.200,0.720,2,0,129.086,0,0,11,5,0,11,0
13-04 12:46:07,45.985,4.499,48.735,0,0,1221444,1329968,170460,5215020,8472.308,1619.485,19.994,443.859,3.999,42.986,2867,1354,2.070,1.200,0.720,2,0,0,0,0,11,5,0,11,0
13-04 12:46:08,41.996,8.499,48.746,0.250,0,1257088,1293176,170464,5216164,12854.876,1619.858,491.957,523.954,5.000,40.996,2874,1537,2.070,1.200,0.720,3,0,0,0,0,11,5,0,11,0
13-04 12:46:09,24.220,13.733,59.925,0,0,1272080,1276308,170464,5217972,11088.174,1617.983,0,19663.482,0,171.786,4760,4561,2.230,1.250,0.740,0,0,117.853,0,0,11,4,0,12,0
13-04 12:46:10,20.797,5.763,73.166,0,0,1316176,1232208,170464,5217976,42607.743,1515.441,0,0,0,0,2195,1603,2.230,1.250,0.740,1,0,23.052,0,0,11,4,0,12,0
13-04 12:46:11,22.948,2.494,73.584,0,0,1362912,1185468,170468,5217976,12299.243,1616.352,0,1692.181,0,5.986,1808,1289,2.230,1.250,0.740,1,0,0,0,0,11,4,0,12,0
13-04 12:46:12,23.278,2.002,73.589,0.250,0,1381232,1166940,170476,5218176,10278.390,1567.890,0,220.266,0,11.013,1800,1252,2.230,1.250,0.740,1,0,1.001,0,0,11,6,0,12,0
13-04 12:46:13,21.508,5.752,69.524,2.001,0,1277564,1270428,170616,5218216,13633.803,1620.571,0,4137.458,0,403.142,4648,6019,2.230,1.250,0.740,1,0,36.013,0,0,11,4,0,14,0
13-04 12:46:14,20.242,4.998,72.971,0.250,0,1334036,1213736,170620,5218404,10172.001,1511.406,183.928,443.826,3.998,22.991,1995,1458,2.130,1.250,0.740,1,0,5.998,0,0,11,4,0,14,0
13-04 12:46:15,17.496,1.750,79.233,1.000,0,1360572,1186784,170760,5218640,15193.826,4022.160,187.961,0,7.998,0,1750,1204,2.130,1.250,0.740,1,0,0,0,0,11,11,0,14,0
13-04 12:46:16,19.748,2.750,72.991,3.500,0,1362420,1184768,170776,5218760,12768.407,3207.600,119.985,1895.763,29.996,128.984,2461,2411,2.130,1.250,0.740,0,1,1.000,0,0,11,17,0,14,0
13-04 12:46:17,18.751,1.500,76.754,1.500,0,1368524,1178468,170812,5218888,14615.813,6084.339,148.008,12.001,36.002,1.000,2058,1629,2.130,1.250,0.740,1,0,2.000,0,0,11,28,0,15,0
13-04 12:46:18,20.010,7.003,72.536,0,0,1394500,1152484,170812,5218896,6128.043,1632.811,0,656.326,0,4.002,2344,1597,2.130,1.250,0.740,1,0,43.021,0,0,11,28,0,15,0
13-04 12:46:19,17.995,4.499,76.977,0.250,0,1426704,1120264,170812,5218900,10367.934,5663.325,0,53204.267,0,673.801,2412,1658,2.040,1.240,0.740,2,0,0,0,0,11,29,0,15,0
13-04 12:46:20,18.750,6.500,72.002,1.000,0,1405068,1141980,170828,5218912,14544.344,4477.106,0,5792.137,0,273.006,3195,2930,2.040,1.240,0.740,1,0,59.001,0,0,11,28,0,16,0
13-04 12:46:21,34.840,15.290,49.127,0,0,1473272,1073760,170832,5218920,8700.497,1515.920,0,84.218,0,7.018,3717,2080,2.040,1.240,0.740,2,0,98.254,0,0,11,28,0,16,0
13-04 12:46:22,37.648,3.989,57.096,0,0,1498224,1048800,170832,5218928,17211.580,7554.625,0,2313.760,0,62.831,3010,1834,2.040,1.240,0.740,1,0,0,0,0,11,30,0,16,0
13-04 12:46:23,37.933,3.993,56.400,0.250,0,1497384,1049604,170836,5218960,17316.394,9021.056,0,654.843,0,42.924,4987,5188,2.040,1.240,0.740,2,0,0,0,0,11,30,0,16,0
13-04 12:46:24,36.631,13.799,47.670,0.251,0,1402440,1144284,170844,5219216,17905.893,7158.543,0,29384.852,0,173.620,5841,5866,2.030,1.260,0.750,3,0,98.351,0,0,11,28,0,15,0
13-04 12:46:25,59.814,34.287,6.507,0,0,1488076,1058624,170848,5219236,10599.406,1621.745,0,11876.780,0,47.051,5603,4132,2.030,1.260,0.750,6,0,480.517,0,0,11,28,0,15,0
13-04 12:46:26,87.510,12.501,0.250,0,0.250,1694812,851848,170848,5219260,15986.758,9455.040,0,412.045,0,25.003,5540,3514,2.030,1.260,0.750,6,0,0,0,0,11,30,0,15,0
13-04 12:46:27,78.233,7.498,12.247,0.250,0,1776188,770212,170856,5219492,40087.128,31483.033,0,1851.590,0,126.972,7917,10487,2.030,1.260,0.750,5,0,0,0,0,11,32,0,17,0
13-04 12:46:28,50.366,16.207,32.912,0,0,1585892,960312,170864,5219676,16704.571,9480.784,0,658.249,0,56.849,7003,8208,2.030,1.260,0.750,1,0,308.180,0,0,11,28,0,18,0
13-04 12:46:29,21.746,3.749,72.988,0.250,0,1562232,983972,170864,5219676,5477.072,1133.808,0,175.970,0,8.998,1856,1350,1.950,1.250,0.750,1,0,1.000,0,0,11,28,0,18,0
13-04 12:46:30,18.250,2.250,79.002,0,0,1553940,992252,170872,5219680,14699.374,5507.140,0,836.021,0,48.001,2137,1815,1.950,1.250,0.750,2,0,1.000,0,0,11,29,0,18,0
13-04 12:46:31,15.979,4.494,77.400,0.250,0,1489500,1056672,170880,5219692,11388.259,4715.896,0,195.747,0,20.973,3198,3141,1.950,1.250,0.750,1,0,36.952,0,0,11,28,0,19,0
13-04 12:46:32,20.073,6.775,72.766,0,0,1481352,1064816,170880,5219696,10519.386,1463.340,0,116.425,0,6.022,2204,1502,1.950,1.250,0.750,1,0,31.114,0,0,11,28,0,16,0
13-04 12:46:33,17.248,2.500,78.993,0,0,1493472,1052688,170884,5219700,13597.771,5536.500,0,83.992,0,5.999,2048,1601,1.950,1.250,0.750,1,0,0,0,0,11,29,0,16,0
13-04 12:46:34,18.462,2.994,77.339,0.249,0,1445624,1100500,170904,5219716,8999.293,4803.016,0,271.436,0,25.946,2908,3004,1.870,1.250,0.750,1,0,12.973,0,0,11,28,0,17,0
13-04 12:46:35,8.496,22.990,66.970,0,0,1425556,1120548,170912,5219728,9687.622,1457.341,0,323.854,0,11.995,5125,3004,1.870,1.250,0.750,1,0,268.878,0,0,11,28,0,17,0
13-04 12:46:36,9.254,25.010,64.525,0.250,0,1401984,1144104,170916,5219740,8941.507,1714.672,0,684.268,0,43.017,5191,3315,1.870,1.250,0.750,3,0,292.115,0,0,11,28,0,17,0
13-04 12:46:37,48.608,34.827,15.785,0,0,1431304,1114772,170916,5219752,5869.985,1569.472,0,216.479,0,21.047,5403,3816,1.870,1.250,0.750,5,0,465.029,0,0,11,28,0,17,0
13-04 12:46:38,88.040,10.755,0.750,0,0,1658436,887620,170916,5219772,16031.369,6120.813,0,0,0,0,5187,2604,1.870,1.250,0.750,5,0,0,0,0,11,30,0,17,0
13-04 12:46:39,70.711,7.746,20.988,0,0,1694680,851232,170916,5219912,39012.466,31455.637,0,0,0,0,6935,8987,1.960,1.280,0.760,4,0,0,0,0,11,33,0,17,0
13-04 12:46:40,73.497,14.249,11.500,0.250,0,1561500,984044,170960,5220236,64100.634,16917.376,0,707.974,0,78.997,8833,11419,1.960,1.280,0.760,5,0,170.994,0,0,11,28,0,18,0
13-04 12:46:41,83.567,16.513,0.250,0,0,1664260,881260,170960,5220260,14153.338,5541.439,0,224.180,0,12.010,5418,3562,1.960,1.280,0.760,6,0,140.112,0,0,11,29,0,18,0
13-04 12:46:42,81.749,8.750,9.000,0,0,1786392,759080,170968,5220300,30109.460,27330.510,0,1179.979,0,51.999,6005,6237,1.960,1.280,0.760,3,0,0,0,0,11,34,0,18,0
13-04 12:46:43,69.980,8.498,20.744,0,0,1756032,789192,170972,5220544,46214.662,34079.164,0,1931.443,0,123.964,10231,15236,1.960,1.280,0.760,6,0,89.974,0,0,11,29,0,22,0
