"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","np0000056385",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","19 Feb 2026 19:41:37 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
19-02 19:41:37,,1044804,1464684,164276,5144088,,,,,,,1.850,1.150,0.700,2,0,,,,10,4,0,17,2
19-02 19:41:38,21.946,19.951,56.859,0.499,0,1052960,1456184,164336,5144320,19948.626,8654.580,0,841.916,0,23.941,5016,3298,1.860,1.160,0.710,2,0,230.430,0,0,10,4,0,17,2
19-02 19:41:39,27.479,21.234,48.963,0.250,0,1059016,1433088,164368,5160860,173198.671,6588.043,0,1023.230,0,23.982,5123,2837,1.860,1.160,0.710,3,0,225.830,0,0,10,4,0,17,2
19-02 19:41:40,30.294,23.534,44.314,0.751,0,1067876,1406296,165296,5174576,6317.125,1406.031,0,2147.102,0,65.094,4950,2893,1.860,1.160,0.710,3,0,189.273,0,0,10,4,0,13,2
19-02 19:41:41,36.746,20.248,41.996,0.250,0,1075680,1381000,165684,5190360,8757.088,1133.882,0,2663.723,0,111.988,5304,4474,1.860,1.160,0.710,2,0,169.982,0,0,10,4,0,13,2
19-02 19:41:42,47.565,22.030,29.540,0.501,0,1128896,1307304,166112,5208712,6446.837,1351.853,32.044,1806.476,3.004,95.130,6422,6473,1.860,1.160,0.710,2,0,253.347,0,0,10,4,0,13,2
19-02 19:41:43,45.655,12.474,40.416,0.748,0,1111484,1312856,166800,5217852,11514.109,1678.517,0,2203.428,0,90.812,4918,4598,1.870,1.180,0.720,2,0,75.843,0,0,10,4,1,13,2
19-02 19:41:44,23.758,4.752,69.775,0.750,0,1231716,1162128,167824,5369112,7740.726,1532.540,0,2492.878,0,84.030,2868,2900,1.870,1.180,0.720,1,0,6.002,0,0,11,4,1,11,2
19-02 19:41:45,32.262,12.004,54.520,0.500,0.250,1230000,1153984,168440,5376876,11620.247,3602.317,16.006,1892.692,1.000,60.022,3805,2452,1.870,1.180,0.720,2,0,87.032,0,0,11,7,1,11,2
19-02 19:41:46,40.741,10.498,47.490,0,0,1201220,1200692,168464,5359304,46486.764,2293.495,0,171.962,0,12.997,3851,2084,1.870,1.180,0.720,2,0,94.979,0,0,11,4,1,11,0
19-02 19:41:47,32.988,13.995,51.980,0.500,0,1214264,1187500,168480,5359436,29400.938,3690.611,83.968,1499.436,6.997,121.954,4521,2918,1.870,1.180,0.720,2,0,139.947,0,0,11,5,1,13,0
19-02 19:41:48,43.998,6.000,48.498,1.000,0,1230648,1164036,168620,5365796,28973.001,1705.941,319.989,1983.932,10.000,26.999,3097,1653,1.880,1.190,0.720,4,0,2.000,0,0,11,4,1,13,0
19-02 19:41:49,39.856,5.013,54.394,0,0,1275224,1117920,168696,5366728,15226.345,4402.666,188.499,1576.176,6.016,7.019,2718,1422,1.880,1.190,0.720,2,0,17.045,0,0,11,5,1,13,0
19-02 19:41:50,33.667,8.230,44.889,11.222,0,1259080,1122376,169800,5375908,9637.249,1701.806,15.961,19388.217,0.998,1302.789,8546,13712,1.880,1.190,0.720,3,0,15.961,0,0,11,6,1,13,0
19-02 19:41:51,34.314,12.022,37.570,12.523,0,1262152,1115068,170348,5379308,7221.432,1460.717,0,27443.044,0,1952.632,18062,33113,1.880,1.190,0.720,3,0,47.088,0,0,11,6,1,13,0
